#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
3001845	1	1146	4	401	34.9913	0.52356	39.6	255
3002464	1	861	8	222	25.784	1.39373	38.1	255
3002410	1	873	20	417	47.7663	3.43643	39.8	187
3001123	1	861	12	379	44.0186	2.08595	38.6	255
3001137	1	861	12	379	44.0186	2.08595	38.6	255
3002591	1	519	553	428	82.4663	159.605	39.5	243
3000893	1	858	35	628	73.1935	6.11655	39.1	255
3002680	1	633	2	205	32.3855	0.473934	37.8	255
3001122	1	861	12	379	44.0186	2.08595	38.6	255
3001177	1	861	12	379	44.0186	2.08595	38.6	255
3002801	1	657	22	484	73.6682	5.02283	39.8	71.6
3002314	1	882	96	860	97.5057	16.2971	39.4	250
3001954	1	876	2	222	25.3425	0.342466	39.9	255
3002040	1	1143	86	920	80.4899	11.2852	39	255
3001408	1	801	261	751	93.7578	48.8052	39.4	255
3001892	1	876	140	635	72.4886	23.9726	39.5	198
3001937	1	876	4	205	23.4018	0.684932	29.7	255
3002242	1	915	2	230	25.1366	0.327869	40	255
3001106	1	861	12	379	44.0186	2.08595	38.6	255
3001399	1	831	6	660	79.4224	1.08303	39.9	255
3001018	1	861	35	628	72.9384	6.09524	39.1	255
3000990	1	861	35	628	72.9384	6.09524	39.1	255
3002533	1	861	58	727	84.4367	10.1045	39.2	255
3002338	1	864	335	830	96.0648	57.9977	39.4	245
3002454	1	840	8	222	26.4286	1.42857	38.1	255
3002336	1	864	335	830	96.0648	57.9977	39.4	253
3002764	1	681	20	459	67.4009	4.40529	39.7	255
3001051	1	861	35	628	72.9384	6.09524	39.1	255
3000166	1	1206	14	793	65.7546	1.73549	39.1	255
3000182	1	1176	10	569	48.3844	1.27551	39.9	255
3003071	1	900	66	794	88.2222	10.94	39.6	255
3001195	1	861	12	379	44.0186	2.08595	38.6	255
3001048	1	861	35	628	72.9384	6.09524	39.1	255
3002364	1	927	6	201	21.6828	0.970874	39.6	170
3000951	1	861	35	628	72.9384	6.09524	39.1	255
3002324	1	876	96	854	97.4886	16.3196	39.4	250
3002039	1	1146	82	920	80.2792	10.733	39	255
3000194	1	1920	110	1578	82.1875	8.58073	38.1	81.4
3002326	1	882	96	860	97.5057	16.2971	39.4	255
3002732	1	681	109	476	69.8972	24.0088	39.6	255
3001662	1	843	12	487	57.7699	2.13523	39.5	213
3002617	1	792	1324	672	84.8485	250.585	39.6	232
3001930	1	876	140	635	72.4886	23.9726	39.5	251
3000921	1	861	35	628	72.9384	6.09524	39.1	255
3002155	1	1149	236	1058	92.0801	30.7842	39.3	253
3001872	1	876	4	207	23.6301	0.684932	37.5	255
3001943	1	876	140	635	72.4886	23.9726	39.5	255
3002460	1	861	8	222	25.784	1.39373	38.1	255
3002024	1	1146	86	920	80.2792	11.2557	39	255
3001822	1	1146	14	1021	89.0925	1.83246	39.8	255
3001096	1	861	12	379	44.0186	2.08595	38.6	255
3003152	1	861	12	379	44.0186	2.08595	38.6	255
3001909	1	876	4	207	23.6301	0.684932	37.5	255
3000962	1	861	35	628	72.9384	6.09524	39.1	255
3002772	1	681	107	476	69.8972	23.5683	39.6	255
3000254	1	1539	12	859	55.8155	1.16959	39.8	255
3000997	1	861	35	628	72.9384	6.09524	39.1	255
3000969	1	861	35	628	72.9384	6.09524	39.1	255
3002351	1	864	335	830	96.0648	57.9977	39.4	246
3002716	1	681	107	476	69.8972	23.5683	39.6	255
3000970	1	861	35	628	72.9384	6.09524	39.1	255
3002084	1	1146	84	920	80.2792	10.9939	39	255
3001977	1	876	140	635	72.4886	23.9726	39.5	255
3002743	1	645	5	227	35.1938	1.16279	38.6	255
3001783	1	786	2	150	19.084	0.381679	39.7	255
3001068	1	858	12	376	43.8228	2.06527	38.6	255
3001047	1	858	35	628	73.1935	6.11655	39.1	255
3001136	1	861	12	379	44.0186	2.08595	38.6	255
3001426	1	828	782	705	85.1449	141.43	39.5	239
3001903	1	876	2	222	25.3425	0.342466	39.9	255
3001882	1	876	4	205	23.4018	0.684932	29.7	255
3002170	1	1146	20	842	73.4729	2.6082	39.6	255
3001070	1	861	12	379	44.0186	2.08595	38.6	255
3000973	1	861	35	628	72.9384	6.09524	39.1	255
3002734	1	645	109	476	73.7984	25.3488	39.6	145
3002160	1	1149	240	1104	96.0836	31.3081	39.3	247
3001338	1	900	4	157	17.4444	0.662222	39.7	255
3002618	1	792	1398	672	84.8485	264.549	39.4	254
3000939	1	861	35	628	72.9384	6.09524	39.1	255
3001012	1	861	35	628	72.9384	6.09524	39.1	255
3001981	1	876	4	207	23.6301	0.684932	37.5	255
3002756	1	681	109	476	69.8972	24.0088	39.6	255
3001129	1	861	12	379	44.0186	2.08595	38.6	255
3002013	1	1146	88	920	80.2792	11.5175	39	255
3001329	1	1227	25	770	62.7547	3.05623	38.9	255
3001631	1	843	12	487	57.7699	2.13523	39.5	213
3001378	1	861	35	628	72.9384	6.09524	39.1	240
3001548	1	831	2	220	26.4741	0.361011	40	255
3000206	1	1056	6	337	31.9129	0.852273	39.8	255
3001192	1	858	12	379	44.1725	2.09324	38.6	255
3002373	1	900	20	850	94.4444	3.32444	39.8	242
3001710	1	825	930	750	90.9091	168.958	39.3	216
3001801	1	801	261	751	93.7578	48.8052	39.4	255
3001088	1	861	12	379	44.0186	2.08595	38.6	212
3001793	1	831	6	660	79.4224	1.08303	39.9	255
3000498	1	801	13	646	80.6492	2.43446	39.9	255
3002136	1	1140	2	203	17.807	0.263158	30	255
3002761	1	681	16	234	34.3612	3.52423	39.7	255
3000892	1	858	35	628	73.1935	6.11655	39.1	255
3003057	1	1401	1	150	10.7066	0.107066	39.1	255
3001856	1	1146	60	872	76.0908	7.85253	38.9	255
3002414	1	873	20	417	47.7663	3.43643	39.8	204
3001827	1	1140	4	401	35.1754	0.526316	39.6	255
3002245	1	867	2	230	26.5283	0.346021	40	255
3003197	1	792	988	667	84.2172	187.068	39.4	244
3002396	1	873	2	211	24.1695	0.343643	39.9	255
3000956	1	834	35	607	72.7818	6.24221	39.1	255
3002333	1	864	335	830	96.0648	57.9977	39.4	253
3002601	1	792	1438	672	84.8485	272.125	39.5	219
3000476	1	1233	2	234	18.9781	0.243309	39.9	255
3003576	1	1644	20	695	42.2749	1.82482	38	255
3002857	1	552	2	284	51.4493	0.543478	39.9	255
3000656	1	663	2	154	23.2278	0.435897	40	255
3001184	1	861	12	379	44.0186	2.08595	38.6	255
3002116	1	1146	78	920	80.2792	10.2094	39.3	249
3001028	1	861	35	628	72.9384	6.09524	39.1	255
3003171	1	1146	4	401	34.9913	0.52356	39.6	255
3002054	1	1146	88	920	80.2792	11.5175	39	255
3000882	1	861	35	628	72.9384	6.09524	39.1	255
3001896	1	876	140	635	72.4886	23.9726	39.5	255
3001821	1	1146	13	1021	89.0925	1.70157	39.8	255
3001926	1	876	4	207	23.6301	0.684932	37.5	255
3002177	1	1146	20	842	73.4729	2.6082	39.6	255
3001994	1	876	8	212	24.2009	1.36986	38.1	255
3002038	1	1146	88	920	80.2792	11.5175	39	255
3001410	1	828	782	705	85.1449	141.43	39.5	242
3001157	1	861	12	379	44.0186	2.08595	38.6	255
3002065	1	1152	88	920	79.8611	11.4575	39	255
3000982	1	861	35	628	72.9384	6.09524	39.1	255
3002793	1	657	63	588	89.4977	14.3501	39.7	255
3002088	1	1146	76	920	80.2792	9.94764	39	255
3001095	1	861	12	379	44.0186	2.08595	38.6	255
3001776	1	798	2	150	18.797	0.37594	39.7	255
3002183	1	1149	244	1050	91.3838	31.8033	39.4	202
3001982	1	876	6	359	40.9817	1.0274	38.3	255
3001025	1	861	35	628	72.9384	6.09524	39.1	255
3001902	1	873	2	222	25.4296	0.343643	39.9	255
3002079	1	1146	76	920	80.2792	9.94764	39	255
3001382	1	858	35	628	73.1935	6.11655	39.1	255
3002798	1	657	66	615	93.6073	15.0411	39.7	247
3001851	1	1146	4	401	34.9913	0.52356	39.6	255
3001176	1	861	12	379	44.0186	2.08595	38.6	255
3001957	1	876	4	207	23.6301	0.684932	37.5	255
3002127	1	1146	72	920	80.2792	9.42408	38.9	234
3001911	1	876	4	207	23.6301	0.684932	37.5	255
3001390	1	858	35	628	73.1935	6.11655	39.1	255
3001117	1	861	12	379	44.0186	2.08595	38.6	255
3002675	1	633	6	587	92.733	1.4218	39.9	255
3001942	1	876	4	207	23.6301	0.684932	37.5	255
3002747	1	645	109	476	73.7984	25.3488	39.6	255
3001959	1	876	2	222	25.3425	0.342466	39.9	255
3002044	1	1140	78	914	80.1754	10.2	39	255
3001423	1	801	261	751	93.7578	48.8052	39.4	255
3001126	1	861	12	379	44.0186	2.08595	38.6	255
3002340	1	864	335	830	96.0648	57.9977	39.4	252
3001052	1	753	31	417	55.3785	6.17264	39	255
3001871	1	876	2	222	25.3425	0.342466	39.9	255
3002596	1	582	8	353	60.6529	2.06186	39.2	255
3000900	1	861	35	628	72.9384	6.09524	39.1	255
3002736	1	645	90	243	37.6744	20.9302	39.7	255
3003001	1	966	26	574	59.4203	4.03623	39.9	196
3002848	1	453	22	347	76.6004	7.19205	39.7	186
3002051	1	1146	82	920	80.2792	10.733	39	255
3001149	1	861	12	376	43.6702	2.07898	38.6	255
3001356	1	861	12	379	44.0186	2.08595	38.6	255
3001394	1	861	35	628	72.9384	6.09524	39.1	255
3001910	1	876	4	207	23.6301	0.684932	37.5	255
3002319	1	852	95	840	98.5915	16.7136	39.4	255
3002093	1	1146	86	920	80.2792	11.2557	39	255
3000878	1	861	35	628	72.9384	6.09524	39.1	255
3002342	1	864	335	830	96.0648	57.9977	39.4	250
3001917	1	876	140	635	72.4886	23.9726	39.5	248
3002156	1	1149	241	1104	96.0836	31.4247	39.3	224
3002721	1	645	109	476	73.7984	25.3488	39.6	255
3001151	1	861	12	376	43.6702	2.07898	38.6	255
3001101	1	861	12	379	44.0186	2.08595	38.6	255
3002321	1	882	96	860	97.5057	16.2971	39.4	239
3001113	1	861	12	379	44.0186	2.08595	38.6	255
3002035	1	1146	88	920	80.2792	11.5175	39	255
3002476	1	471	8	221	46.9214	2.52866	38.1	255
3002124	1	1146	76	920	80.2792	9.94764	39	255
3002740	1	645	90	243	37.6744	20.9302	39.7	249
3001104	1	861	12	379	44.0186	2.08595	38.6	255
3002043	1	1146	88	920	80.2792	11.5175	39	255
3001073	1	861	12	379	44.0186	2.08595	38.6	255
3002389	1	876	20	417	47.6027	3.42466	39.8	255
3000924	1	861	35	628	72.9384	6.09524	39.1	255
3001893	1	876	4	205	23.4018	0.684932	29.7	128
3001947	1	876	4	207	23.6301	0.684932	37.5	255
3003100	1	765	139	727	95.0327	27.1935	39.1	184
3001189	1	858	12	379	44.1725	2.09324	38.6	255
3001037	1	861	35	628	72.9384	6.09524	39.1	255
3000896	1	861	35	628	72.9384	6.09524	39.1	255
3002021	1	1149	253	1050	91.3838	32.9547	39.4	254
3000976	1	861	35	628	72.9384	6.09524	39.1	255
3001398	1	828	599	464	56.0386	108.489	39.6	255
3003166	1	876	140	635	72.4886	23.9726	39.5	255
3001183	1	861	12	379	44.0186	2.08595	38.6	255
3001929	1	876	140	635	72.4886	23.9726	39.5	255
3000793	1	3123	57	1764	56.4841	2.72975	38.7	255
3001078	1	780	12	368	47.1795	2.24615	38.6	234
3000205	1	1167	10	854	73.1791	1.28535	39.7	164
3000950	1	861	35	628	72.9384	6.09524	39.1	255
3002148	1	1140	2	203	17.807	0.263158	30	255
3001196	1	861	12	379	44.0186	2.08595	38.6	255
3001200	1	861	12	379	44.0186	2.08595	38.6	255
3003096	1	966	26	574	59.4203	4.03623	39.9	216
3000935	1	861	35	628	72.9384	6.09524	39.1	255
3001961	1	876	4	207	23.6301	0.684932	37.5	255
3002055	1	1134	76	908	80.0705	9.93651	39.3	255
3002031	1	1143	82	920	80.4899	10.7612	39	255
3001877	1	876	4	207	23.6301	0.684932	37.5	255
3002728	1	681	105	476	69.8972	23.1278	39.6	255
3002128	1	1146	72	920	80.2792	9.42408	38.9	248
3001029	1	861	35	628	72.9384	6.09524	39.1	255
3002143	1	1140	2	203	17.807	0.263158	30	255
3001968	1	861	140	633	73.5192	24.3879	39.5	255
3002775	1	681	107	476	69.8972	23.5683	39.6	255
3002072	1	1146	88	920	80.2792	11.5175	39	255
3001005	1	861	35	628	72.9384	6.09524	39.1	255
3000911	1	843	35	628	74.4958	6.22539	39.1	255
3002074	1	1143	88	920	80.4899	11.5477	39	255
3001786	1	798	2	150	18.797	0.37594	39.7	255
3002132	1	1140	2	203	17.807	0.263158	30	255
3000518	1	633	8	529	83.5703	1.8594	35.5	255
3002329	1	882	96	860	97.5057	16.2971	39.4	255
3003056	1	3123	20	974	31.188	0.960615	39.6	242
3001171	1	813	12	379	46.6175	2.2091	38.6	255
3002000	1	876	140	635	72.4886	23.9726	39.5	248
3001374	1	861	35	628	72.9384	6.09524	39.1	255
3001958	1	876	4	207	23.6301	0.684932	37.5	255
3000931	1	861	35	628	72.9384	6.09524	39.1	255
3001091	1	861	12	379	44.0186	2.08595	38.6	255
3002087	1	1146	56	734	64.0489	7.32897	38.6	246
3001110	1	726	8	221	30.4408	1.6405	38.1	255
3002659	1	801	1	150	18.7266	0.187266	36.3	255
3002103	1	1146	68	920	80.2792	8.90052	38.9	255
3001169	1	864	12	379	43.8657	2.0787	38.6	255
3001990	1	876	4	205	23.4018	0.684932	29.7	255
3002378	1	900	20	850	94.4444	3.32444	39.8	255
3002997	1	783	40	728	92.9757	7.63985	39.4	102
3001953	1	876	4	207	23.6301	0.684932	37.5	255
3001997	1	876	140	635	72.4886	23.9726	39.5	255
3001400	1	804	12	482	59.9502	2.23881	39.9	218
3002061	1	1146	58	865	75.4799	7.59162	38.7	255
3002463	1	861	8	222	25.784	1.39373	38.1	255
3002416	1	876	20	417	47.6027	3.42466	39.8	230
3001155	1	861	12	379	44.0186	2.08595	38.6	255
3001430	1	738	776	679	92.0054	157.454	39.5	248
3003153	1	861	12	379	44.0186	2.08595	38.6	255
3000918	1	861	35	628	72.9384	6.09524	39.1	255
3001019	1	861	35	628	72.9384	6.09524	39.1	255
3002599	1	987	604	570	57.7508	91.1236	39.5	234
3002325	1	882	96	860	97.5057	16.2971	39.4	255
3002339	1	864	335	830	96.0648	57.9977	39.4	246
3002337	1	864	335	830	96.0648	57.9907	39.4	242
3002782	1	645	107	476	73.7984	24.8837	39.6	255
3001973	1	876	4	207	23.6301	0.684932	37.5	255
3000987	1	861	35	628	72.9384	6.09524	39.1	255
3002330	1	864	335	830	96.0648	57.9977	39.4	249
3002763	1	645	22	459	71.1628	5.11318	39.7	255
3001938	1	876	4	205	23.4018	0.684932	29.7	255
3001837	1	1146	4	401	34.9913	0.52356	39.6	255
3000412	1	816	280	767	93.9951	51.25	39.6	255
3001148	1	861	12	379	44.0186	2.08595	38.6	255
3000955	1	861	35	628	72.9384	6.09524	39.1	255
3001001	1	861	35	628	72.9384	6.09524	39.1	255
3001145	1	861	12	379	44.0186	2.08595	38.6	255
3002082	1	1146	82	920	80.2792	10.733	39	255
3001811	1	804	12	482	59.9502	2.23881	39.9	66.8
3001521	1	825	893	748	90.6667	162.327	39.3	246
