#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
3002460	1	861	1	150	17.4216	0.174216	38.4	1
3002024	1	1146	1	138	12.0419	0.120419	40	0
3001822	1	1146	1	150	13.089	0.13089	38.5	1
3000254	1	1539	205	1530	99.4152	19.9428	39.8	255
3000779	1	1452	1	150	10.3306	0.103306	40	255
3002351	1	864	19	350	40.5093	3.29861	39.7	1
3003202	1	945	39	757	80.1058	6.17989	39.8	194
3002084	1	1146	2	300	26.178	0.26178	38.1	1
3001783	1	786	2	300	38.1679	0.381679	40	1
3002441	1	861	1	150	17.4216	0.174216	39.5	1
3001426	1	828	102	681	82.2464	18.4324	39.7	0.961
3002170	1	1146	1	136	11.8674	0.118674	39.6	0
3000973	1	861	1	150	17.4216	0.174216	39.8	1
3002734	1	645	45	476	73.7984	10.4651	39.6	0.956
3002160	1	1149	17	541	47.0844	2.21932	39.6	0.882
3002618	1	792	56	598	75.5051	10.5354	39.9	0.804
3000939	1	861	2	300	34.8432	0.348432	39.9	1
3001012	1	861	1	150	17.4216	0.174216	39.9	1
3003014	1	474	14	338	71.308	4.3903	39.7	255
3001329	1	1227	260	1202	97.9625	31.7082	39.8	255
3001631	1	843	10	372	44.1281	1.77936	40	1
3001378	1	861	1	150	17.4216	0.174216	35.4	1
3000206	1	1056	23	819	77.5568	3.26705	39.7	255
3002373	1	900	1	150	16.6667	0.166667	40	1
3001710	1	825	424	741	89.8182	77.0848	39.8	20.4
3001801	1	801	3	150	18.7266	0.561798	39.9	1
3001793	1	831	3	226	27.1961	0.541516	40	1
3000498	1	801	325	763	95.2559	60.7004	39.6	255
3000781	1	3177	12	1276	40.1637	0.566572	39.6	255
3003057	1	1401	2	300	21.4133	0.214133	40	255
3003197	1	792	119	779	98.3586	22.5366	39.6	5.23
3002333	1	864	12	269	31.1343	2.08333	39.9	1
3002601	1	792	787	739	93.3081	148.896	39.8	0.964
3000476	1	1233	12	445	36.0908	1.45985	39.9	255
3003576	1	1644	213	1571	95.5596	19.424	39.8	255
3002857	1	552	1	150	27.1739	0.271739	39.8	255
3000656	1	663	26	601	90.6486	5.88235	39.6	255
3002584	1	402	1	150	37.3134	0.373134	40	1
3002054	1	1146	1	150	13.089	0.13089	40	1
3000882	1	861	1	150	17.4216	0.174216	40	1
3001896	1	876	1	150	17.1233	0.171233	39.1	1
3001821	1	1146	2	157	13.6998	0.260908	38.9	1
3002177	1	1146	2	300	26.178	0.26178	39.7	1
3001410	1	828	110	582	70.2899	19.9058	39.7	0.973
3001420	1	828	1	146	17.6329	0.176329	39.7	0
3002088	1	1146	1	150	13.089	0.13089	40	1
3001776	1	798	3	348	43.609	0.56391	39.8	1
3002183	1	1149	480	1037	90.2524	62.5918	39.7	12.1
3001777	1	825	26	691	83.7576	4.72727	39.9	255
3002079	1	1146	1	150	13.089	0.13089	39.6	1
3002798	1	657	3	210	31.9635	0.684932	40	1
3002127	1	1146	7	476	41.5358	0.91623	39.6	3.86
3000853	1	912	8	609	66.7763	1.31579	39.6	255
3002675	1	633	24	587	92.733	5.65877	39.8	255
3002864	1	237	2	178	75.1055	1.26582	40	255
3001423	1	801	3	216	26.9663	0.561798	39.2	1
3002340	1	864	16	351	40.625	2.77778	39.6	1
3002596	1	582	39	557	95.7045	10.0515	39.8	255
3002736	1	645	2	210	32.5581	0.465116	39.9	1
3003001	1	966	286	717	74.2236	44.2578	39.7	0.958
3002848	1	453	6	374	82.5607	1.95364	39.9	5.5
3001394	1	861	3	202	23.4611	0.522648	39.8	1
3002319	1	852	1	150	17.6056	0.176056	39.8	1
3002093	1	1146	1	150	13.089	0.13089	39.6	1
3001805	1	789	3	207	26.2357	0.570342	39.8	255
3002342	1	864	15	269	31.1343	2.60417	39.6	1
3002683	1	660	5	450	68.1818	1.13636	39.3	10.8
3002156	1	1149	103	975	84.8564	13.4421	39.6	68.2
3002721	1	645	3	226	35.0388	0.697674	39.9	1
3002124	1	1146	4	300	26.178	0.52356	40	1
3002248	1	867	5	352	40.5998	0.865052	37.7	106
3002740	1	645	2	211	32.7132	0.465116	39.9	1
3002043	1	1146	1	150	13.089	0.13089	38.8	1
3000924	1	861	3	153	17.77	0.507549	40	3.33
3003100	1	765	97	706	92.2876	19.0144	39.7	16.7
3002836	1	804	4	472	58.7065	0.732587	39.8	0.75
3000800	1	1164	11	555	47.6804	1.41753	39.9	255
3000802	1	1440	8	309	21.4583	0.799306	39.8	255
3002021	1	1149	1	149	12.9678	0.129678	40	0
3001398	1	828	75	675	81.5217	13.5568	39.6	1.83
3000793	1	3123	499	3106	99.4557	23.9523	39.7	255
3002788	1	645	1	150	23.2558	0.232558	40	1
3000205	1	1167	153	1062	91.0026	19.6555	39.5	209
3003096	1	966	220	701	72.5673	34.0911	39.8	1.1
3000935	1	861	1	150	17.4216	0.174216	39.9	1
3002128	1	1146	2	300	26.178	0.26178	39.7	1
3001029	1	861	2	203	23.5772	0.348432	39.9	1
3001421	1	828	3	353	42.6329	0.543478	40	1
3002775	1	681	3	300	44.0529	0.643172	39.9	2.33
3001663	1	828	2	300	36.2319	0.362319	37.5	1
3002369	1	927	34	639	68.932	5.48652	39.8	1.06
3001786	1	798	1	150	18.797	0.18797	39.8	1
3000775	1	3108	1	150	4.82625	0.0482625	40	255
3000518	1	633	68	610	96.3665	15.9874	39.5	255
3003015	1	570	10	232	40.7018	2.63158	40	255
3003056	1	3123	84	2124	68.0115	4.03234	39.7	240
3001374	1	861	1	150	17.4216	0.174216	38.6	1
3002087	1	1146	4	373	32.548	0.52356	39.6	1
3002378	1	900	1	150	16.6667	0.166667	40	1
3002997	1	783	236	731	93.3589	45.1992	39.8	60.8
3002669	1	921	1	150	16.2866	0.162866	40	255
3001400	1	804	44	766	95.2736	8.20896	39.9	227
3002061	1	1146	6	205	17.8883	0.78534	39.5	1
3002416	1	876	2	150	17.1233	0.342466	38.6	1
3002626	1	864	1	150	17.3611	0.173611	40	26
3001430	1	738	82	433	58.6721	16.6409	39.7	0.988
3002363	1	927	18	532	57.3894	2.90399	39.7	0.778
3002599	1	987	86	717	72.6444	12.9058	39.7	21.8
3002587	1	555	2	300	54.0541	0.540541	39.9	255
3002339	1	864	27	472	54.6296	4.6875	39.6	1
3002337	1	864	24	483	55.9028	4.15972	39.3	0.958
3002782	1	645	2	243	37.6744	0.465116	39.9	1
3002330	1	864	16	531	61.4583	2.75463	39.8	0.938
3001938	1	876	1	150	17.1233	0.171233	39.9	1
3000596	1	855	4	500	58.4795	0.700585	38.4	255
3000412	1	816	788	800	98.0392	144.637	39.7	255
3002645	1	807	1	150	18.5874	0.185874	39.3	255
3000955	1	861	1	150	17.4216	0.174216	40	1
3001811	1	804	93	773	96.1443	17.3147	39.7	225
3001521	1	825	216	774	93.8182	39.0776	39.7	229
3002180	1	1146	3	450	39.267	0.39267	40	2.67
3000567	1	1221	142	1173	96.0688	17.3972	39.7	255
3000167	1	1191	2370	1167	97.9849	297.782	39.7	255
3000174	1	1176	73	1129	96.0034	9.30357	39.8	255
3003577	1	1167	43	1041	89.2031	5.52271	39.6	255
3003563	1	882	24	545	61.7914	4.08163	39.6	255
3002694	1	1260	126	1088	86.3492	14.9159	39.7	110
3001922	1	876	1	150	17.1233	0.171233	39.9	1
3002349	1	864	37	488	56.4815	6.4213	39.6	0.973
3000829	1	1404	105	1356	96.5812	11.1567	39.8	255
3000522	1	735	13	474	64.4898	2.65306	39.3	255
3002163	1	1149	19	703	61.1836	2.48042	39.1	103
3000361	1	1221	331	1106	90.5815	40.5684	39.6	193
3002580	1	612	76	561	91.6667	18.5131	39.7	7.68
3002090	1	1146	2	143	12.4782	0.249564	39.9	0
3002592	1	519	85	413	79.5761	24.5665	39.7	1
3002577	1	555	66	409	73.6937	17.8378	39.8	1
3001413	1	828	5	290	35.0242	0.905797	39.9	255
3002385	1	852	8	428	50.2347	1.36268	39.8	3.25
3000899	1	858	2	150	17.4825	0.34965	39.9	1
3000832	1	615	28	443	72.0325	6.82439	39.7	255
3000898	1	861	1	150	17.4216	0.174216	40	1
3001000	1	861	1	150	17.4216	0.174216	40	1
3002114	1	1146	3	150	13.089	0.39267	40	1
3002660	1	837	2286	837	100	408.775	39.3	255
3002693	1	1260	169	1037	82.3016	20.0825	39.6	0.97
3002699	1	1266	47	1180	93.207	5.49526	39.8	255
3003022	1	237	4	215	90.7173	2.53165	39.9	255
3002182	1	1149	1	150	13.0548	0.130548	40	0
3000981	1	783	1	150	19.1571	0.191571	40	1
3002576	1	555	37	405	72.973	9.9982	39.6	0.973
3000410	1	840	8668	839	99.881	1546.32	39.7	255
3001431	1	801	43	368	45.9426	8.05243	39.8	1
3000891	1	858	1	150	17.4825	0.174825	39.9	1
3001799	1	828	107	424	51.2077	19.378	39.7	0.981
3002456	1	861	1	150	17.4216	0.174216	40	1
3002052	1	1146	3	301	26.2653	0.39267	40	1
3001035	1	858	1	150	17.4825	0.174825	39.9	1
3000013	1	1029	1	150	14.5773	0.145773	39.8	255
3001782	1	798	3	310	38.8471	0.558897	39.9	1.33
3001787	1	798	1	146	18.2957	0.182957	40	0
3000216	1	3150	604	3106	98.6032	28.7019	39.7	255
3001611	1	843	8	523	62.0403	1.42349	39.3	1
3002847	1	453	7	222	49.0066	2.28035	38.5	1
3001397	1	828	253	761	91.9082	45.7705	39.8	0.988
3002652	1	780	1	150	19.2308	0.192308	40	1
3002161	1	1149	29	656	57.0931	3.77459	39.7	0.586
3001046	1	861	1	150	17.4216	0.174216	39.9	0
3002030	1	1149	2	150	13.0548	0.261097	40	0
3000175	1	1203	19	681	56.6085	2.36908	39.9	255
3000566	1	1188	2410	1152	96.9697	303.368	39.8	255
3000803	1	1245	2	247	19.8394	0.239357	38.1	255
3002858	1	498	141	451	90.5622	42.4177	39.6	255
3001402	1	801	3	174	21.7228	0.561798	40	1
3000855	1	870	1	150	17.2414	0.172414	40	2
3002076	1	1146	1	150	13.089	0.13089	39.3	1
3002481	1	915	1442	915	100	236.098	39.7	255
3002802	1	657	27	435	66.21	6.16438	39.9	1
3001499	1	801	64	631	78.7765	11.9201	39.8	0.938
3002615	1	792	545	633	79.9242	103.141	39.7	1.92
3002174	1	1146	1	150	13.089	0.13089	39.4	1
3002057	1	1146	1	150	13.089	0.13089	39.1	1
3002094	1	1146	1	150	13.089	0.13089	35.7	1
3001214	1	1233	83	1045	84.7526	10.0933	39.7	255
3002370	1	900	4	300	33.3333	0.666667	39.9	1
3001411	1	774	12	518	66.9251	2.32041	39.4	1.5
3001111	1	861	1	150	17.4216	0.174216	39.9	1
3002760	1	645	1	150	23.2558	0.232558	40	1
3001802	1	828	102	692	83.5749	18.442	39.6	0.98
3001451	1	828	3	444	53.6232	0.536232	40	0.667
3000778	1	1221	3	253	20.7207	0.36855	39.9	255
3002602	1	780	292	667	85.5128	56.1154	39.6	3.6
3000616	1	1218	170	1059	86.9458	20.9146	39.6	255
3002178	1	1146	2	300	26.178	0.26178	39.1	1
3003676	1	555	62	414	74.5946	16.7568	39.8	1
3001583	1	843	12	485	57.5326	2.13523	39.8	1
3001135	1	861	1	149	17.3055	0.173055	40	0
3001007	1	861	3	203	23.5772	0.522648	40	1
3002622	1	834	203	720	86.3309	36.4868	39.7	1.55
3000316	1	906	2027	890	98.234	335.217	39.5	255
3002411	1	873	7	356	40.7789	1.20275	39.8	76.4
3000977	1	861	1	150	17.4216	0.174216	39.7	1
3002085	1	1146	5	449	39.1798	0.65445	39.9	1
3000676	1	414	20	354	85.5072	7.19807	39.8	255
3002159	1	1149	33	725	63.0983	4.30809	39.7	47
3003010	1	3084	1	150	4.86381	0.0486381	37.9	255
3001775	1	801	494	541	67.5406	92.3758	39.7	88.1
3002780	1	645	2	243	37.6744	0.465116	40	1
3003053	1	1416	6	444	31.3559	0.635593	39.8	255
3002167	1	1146	2	158	13.7871	0.26178	40	0.5
3002755	1	645	1	150	23.2558	0.232558	39.9	6
3002126	1	1146	1	150	13.089	0.13089	40	1
3000595	1	735	4	431	58.6395	0.816327	39.7	255
3001487	1	828	93	522	63.0435	16.82	39.6	0.968
3002345	1	864	20	345	39.9306	3.45023	39.6	0.9
3000967	1	861	1	150	17.4216	0.174216	40	1
3002316	1	882	1	150	17.0068	0.170068	40	1
3001004	1	861	1	150	17.4216	0.174216	40	1
3000168	1	1185	16	733	61.8565	2.01266	39.2	255
3002684	1	642	4	387	60.2804	0.934579	39.9	255
3004608	1	1227	46	1145	93.317	5.59902	39.8	255
3002386	1	852	7	350	41.0798	1.23239	39.8	1
3000556	1	1923	6	616	32.0333	0.468019	39.9	255
3003107	1	1230	74	1155	93.9024	9.01707	39.4	255
3002895	1	525	6	361	68.7619	1.71429	39.8	255
3000149	1	408	6	231	56.6176	2.20588	39	255
3002394	1	876	2	150	17.1233	0.342466	40	1
3002412	1	873	4	298	34.1352	0.687285	39.5	1
3000794	1	3078	510	2992	97.206	24.8164	39.7	255
3000833	1	3594	237	3287	91.458	9.87841	39.7	255
3000191	1	1974	1298	1878	95.1368	98.4124	39.7	255
3000196	1	1920	87	1534	79.8958	6.78542	39.6	218
3000516	1	531	44	453	85.3107	12.4294	39.8	255
3002647	1	795	130	743	93.4591	24.4415	39.7	255
3002722	1	645	5	314	48.6822	1.13643	39.9	0.8
3000828	1	723	77	705	97.5104	15.9059	39.6	255
3001810	1	828	1	150	18.1159	0.181159	39.9	255
3002799	1	657	19	419	63.7747	4.31811	39.9	6.95
3001500	1	801	24	201	25.0936	4.49438	39.8	1
3002334	1	864	41	640	74.0741	7.11458	39.9	0.976
3001495	1	801	44	434	54.1823	8.196	39.5	0.955
3002240	1	867	2	300	34.6021	0.346021	39.9	1
3002113	1	1146	13	768	67.0157	1.69197	39.9	2.46
3002703	1	1176	11	694	59.0136	1.35204	39.5	255
3000753	1	1347	4	522	38.7528	0.443207	39.7	255
3002581	1	612	40	547	89.3791	9.70752	39.7	26.6
3000230	1	534	368	484	90.6367	103.3	39.7	255
3002185	1	1152	42	799	69.3576	5.45486	39.8	1.45
3001921	1	876	1	150	17.1233	0.171233	40	1
3002619	1	792	446	759	95.8333	84.3649	39.6	2.08
3001406	1	801	40	573	71.5356	7.48065	39.7	0.925
3001414	1	801	4	215	26.8414	0.749064	40	1
3003610	1	801	35	353	44.0699	6.52559	39.6	8.26
3002605	1	789	612	769	97.4651	116.175	39.8	246
3000491	1	3114	455	3083	99.0045	21.8815	39.7	255
3003099	1	765	27	566	73.9869	5.29412	39.9	29.7
3002344	1	864	28	489	56.5972	4.85764	39.7	0.964
3002696	1	1260	123	784	62.2222	14.6302	39.7	3.07
3000910	1	861	1	150	17.4216	0.174216	40	1
3003548	1	1032	118	969	93.8953	17.1463	39.8	255
3003173	1	1146	2	300	26.178	0.26178	38.3	3.5
3002123	1	1146	1	150	13.089	0.13089	39.9	1
3002348	1	864	16	351	40.625	2.77778	39.6	1
3002607	1	798	732	735	92.1053	137.496	39.8	255
3002741	1	681	3	375	55.0661	0.660793	40	1
3000780	1	1251	8	406	32.454	0.959233	39.9	255
3000807	1	1113	3	300	26.9542	0.404313	39.8	255
3000502	1	3105	812	3099	99.8068	39.1626	39.7	255
3000499	1	1158	192	1116	96.3731	24.8532	39.8	255
3002689	1	660	1	150	22.7273	0.227273	40	6
3002392	1	873	1	150	17.1821	0.171821	40	1
3002190	1	1152	312	1006	87.3264	40.5182	39.7	33.7
3002250	1	867	2	150	17.301	0.346021	39.9	255
3001105	1	861	1	150	17.4216	0.174216	38.2	1
3002839	1	822	53	687	83.5766	9.5073	39.6	190
3002186	1	1149	276	705	61.3577	35.9835	39.7	2.94
3002368	1	927	5	448	48.3279	0.809061	39.9	204
3001829	1	1143	3	357	31.2336	0.393701	39.9	105
3001806	1	831	2	150	18.0505	0.361011	39.9	1
3003011	1	564	6	427	75.7092	1.59574	39.7	255
3003104	1	765	22	593	77.5163	4.3085	39.8	24.2
3002374	1	900	2	202	22.4444	0.333333	40	1
3001834	1	1146	7	374	32.6353	0.91623	39.7	148
3003051	1	1197	4	301	25.1462	0.501253	39.9	255
3002056	1	1146	1	150	13.089	0.13089	39.9	1
3001427	1	768	4	305	39.7135	0.78125	39.9	1
3002826	1	1227	684	1115	90.872	83.5192	39.7	246
3001034	1	861	1	137	15.9117	0.159117	40	0
3002367	1	927	17	381	41.1003	2.75081	39.8	0.941
3002331	1	864	31	738	85.4167	5.375	39.3	0.968
3002603	1	792	208	665	83.9646	39.346	39.6	5.87
3002033	1	1146	1	150	13.089	0.13089	39.6	1
3000375	1	747	65	623	83.4003	13.0214	39.8	255
3003066	1	690	9	211	30.5797	1.95652	39.8	255
3002628	1	831	12	703	84.5969	2.09988	39.9	234
3001475	1	801	2	300	37.4532	0.374532	39.7	1
3001483	1	801	269	750	93.633	50.3221	39.7	227
3001412	1	801	89	703	87.7653	16.6629	39.9	0.989
3002723	1	645	2	150	23.2558	0.465116	39.9	1
3002685	1	642	1	150	23.3645	0.233645	40	255
3001823	1	1146	1	150	13.089	0.13089	39.2	1
3002861	1	474	32	391	82.4895	10.0907	39.9	211
3002803	1	657	9	269	40.9437	2.05479	39.9	255
3001894	1	876	1	150	17.1233	0.171233	39.7	1
3001405	1	801	110	710	88.6392	20.5843	39.8	0.982
3002765	1	645	5	316	48.9922	1.16279	39.8	1
3002365	1	927	13	525	56.6343	2.10356	39.7	1
3002077	1	1146	1	150	13.089	0.13089	39.8	1
3002859	1	474	52	443	93.4599	16.3692	39.5	255
3001419	1	828	3	150	18.1159	0.543478	39.9	1
3001439	1	801	52	692	86.392	9.73783	39.6	1
3003101	1	765	77	722	94.3791	15.0837	39.7	53
3001798	1	801	74	649	81.0237	13.8202	39.5	0.959
3003164	1	876	1	150	17.1233	0.171233	39.9	1
3000801	1	3132	93	904	28.8633	4.45402	39.6	255
3001056	1	861	1	137	15.9117	0.159117	40	0
3002687	1	660	5	271	41.0606	1.13636	39.9	255
3003070	1	609	2	150	24.6305	0.492611	39.9	255
3002091	1	1146	1	150	13.089	0.13089	39.2	1
3002189	1	1152	21	699	60.6771	2.71007	39.7	38.8
3002985	1	1989	16	1055	53.0417	1.20664	39.6	255
3000192	1	1926	11	1006	52.2326	0.855659	39.7	255
3000980	1	762	2	214	28.084	0.393701	40	1
3002594	1	555	59	444	80	15.9459	39.8	255
3002247	1	897	2	294	32.7759	0.334448	39.8	1
3000947	1	861	1	150	17.4216	0.174216	39.8	1
3002081	1	1146	3	450	39.267	0.39267	39.1	1
3002347	1	864	14	419	48.4954	2.43056	39.6	1.71
3002621	1	780	775	699	89.6154	148.99	39.8	7.1
3002779	1	645	3	210	32.5581	0.697674	39.8	1
3001428	1	771	112	413	53.5668	21.7847	39.6	0.991
3001006	1	861	1	150	17.4216	0.174216	40	1
3000999	1	861	2	201	23.3449	0.348432	39.9	1
3001848	1	1146	11	367	32.0244	1.43979	39.9	25
3002166	1	1146	1	150	13.089	0.13089	39.9	1
3001803	1	801	43	579	72.2846	8.01998	39.6	0.953
3002993	1	1143	5	300	26.2467	0.656168	39.6	153
3002158	1	1149	39	644	56.0487	5.09138	39.5	28.9
3001676	1	831	1	150	18.0505	0.180505	39.7	1
3001606	1	828	105	680	82.1256	18.9915	39.6	1.01
3002353	1	864	34	620	71.7593	5.875	39.7	0.912
